0,300,300,0.5366666666666666,0.5266666666666666,0.5166666666666667,0.52
0,1706850,32390,0.5412164248224761,0.533806730472368,0.5262117937635072,0.5287434393331275
0,1137900,32390,0.5326026551404754,0.531522074714418,0.5285581969743748,0.5295461562210558
0,341370,32390,0.5031182463723372,0.5121025007718432,0.5063599876505094,0.508274158690954
0,3309090,94165,0.5272447299952212,0.5166038336961716,0.5235490893644136,0.5212340041416662
0,3970908,94165,0.550363723251739,0.54315297615887,0.5378537673233155,0.5396201702685003
0,3970908,94165,0.5417193224658844,0,0,0.5417193224658844
0,3970908,94165,0.5355599214145383,0,0,0.5355599214145383
0,227436,5416,0.2668020679468242,0,0,0.2668020679468242
0,227436,5416,0.0,0,0,0.0
0,227436,5416,0.5227104874446086,0,0,0.5227104874446086
0,227436,5416,0.4879985228951256,0,0,0.4879985228951256
0,2233044,53127,0.5373915334952096,0,0,0.5373915334952096
0,3721740,53127,0.5373538878536337,0,0,0.5373538878536337
0,3721740,53127,0.5365821522013289,0,0,0.5365821522013289
0,3721740,53127,0.5043010145500405,0,0,0.5043010145500405
0,4371620,124820,0.5377022912994712,0,0,0.5377022912994712
0,8650,246,0.524390243902439,0,0,0.524390243902439
0,8650,246,0.508130081300813,0,0,0.508130081300813
0,8650,246,0.47560975609756095,0,0,0.47560975609756095
0,8650,246,0.524390243902439,0,0,0.524390243902439
0,8650,246,0.524390243902439,0,0,0.524390243902439
0,2810,80,0.45,0,0,0.45
0,2810,80,0.45,0,0,0.45
0,2810,80,0.55,0,0,0.55
0,2810,80,0.55,0,0,0.55
0,2810,80,0.45,0,0,0.45
0,2810,80,0.55,0,0,0.55
0,2810,80,0.55,0,0,0.55
